0 1
5.434366884462431 4.473640256936757e-05
6.419583567336796 3.9065323834182254e-05
7.583413864795996 3.4403307110966584e-05
8.958239306578223 3.059804078855017e-05
10.582311990970561 2.6686978500654494e-05
12.50081888212187 2.373720923821033e-05
14.767139057793191 2.0894577207712813e-05
17.444328888251725 1.845510338346826e-05
20.60687646879715 1.6187321471652493e-05
24.34277411991764 1.4187974909722685e-05
28.75596661874495 1.229836723171514e-05
33.96924327954006 1.0611899820969638e-05
40.12765435025881 9.02539708498834e-06
47.40254678041937 7.580346231834183e-06
55.99633164840981 6.299213348772387e-06
66.14811589350987 5.173033246754463e-06
78.1403550456589 4.166070642019981e-06
92.30671205346785 3.2907882882416727e-06
109.04134086853227 2.5404108411193115e-06
128.80985308544257 1.930630337381873e-06
