0 1
1.0 2.2714644580828178e-08
2.0 3.149471002983716e-08
3.0 3.6376998269002756e-08
4.0 3.9171047128611893e-08
5.0 4.0777351590432155e-08
6.0 4.157765237475554e-08
7.0 4.178585661254829e-08
8.0 4.1624780407913816e-08
9.0 4.1143006839890125e-08
10.0 4.06125809949721e-08
11.0 3.989271551399161e-08
12.0 3.906344367540103e-08
13.0 3.813296543646083e-08
14.0 3.714856688050573e-08
15.0 3.616143379012263e-08
16.0 3.515948486385726e-08
17.0 3.4224934854161486e-08
18.0 3.3265593977539146e-08
20.0 3.1346699153308076e-08
21.0 3.040434502323094e-08
23.0 2.8679766763027036e-08
24.0 2.783183433968612e-08
26.0 2.6144156532264727e-08
28.0 2.4653856779199783e-08
30.0 2.3249613335444276e-08
32.0 2.1928416956421902e-08
34.0 2.0712714968723888e-08
37.0 1.9095200868475088e-08
39.0 1.812664112745847e-08
42.0 1.6795411515647795e-08
45.0 1.5596796712593835e-08
49.0 1.4194106097694097e-08
52.0 1.3313250377800241e-08
56.0 1.2261904874285185e-08
60.0 1.1329799445865936e-08
64.0 1.0501394760081093e-08
69.0 9.62732076541299e-09
73.0 9.012457235768234e-09
79.0 8.18935295115432e-09
84.0 7.605592617632086e-09
90.0 6.954838109248685e-09
97.0 6.314520696278963e-09
104.0 5.747266589142433e-09
111.0 5.254185979814835e-09
119.0 4.768975989245604e-09
127.0 4.345289310507632e-09
136.0 3.934754304123569e-09
146.0 3.5551493773248427e-09
156.0 3.2328254409084464e-09
167.0 2.934151317261504e-09
179.0 2.6639208582063545e-09
192.0 2.4201549500966355e-09
205.0 2.2058780483047637e-09
220.0 1.9981757880842136e-09
236.0 1.8129363930295726e-09
252.0 1.655152930419092e-09
270.0 1.5045577871105858e-09
289.0 1.3719633623710778e-09
310.0 1.249320473590852e-09
332.0 1.1414066049909394e-09
355.0 1.0461294262281703e-09
380.0 9.575297022544638e-10
407.0 8.777096200694011e-10
436.0 8.044554648021843e-10
467.0 7.38627743230934e-10
500.0 6.790683573843861e-10
535.0 6.250296291478493e-10
573.0 5.751955919430473e-10
614.0 5.291757042028157e-10
657.0 4.879432945784836e-10
704.0 4.4919731554406785e-10
753.0 4.1448606544609507e-10
807.0 3.815174402328495e-10
864.0 3.514998712787299e-10
925.0 3.2373615351728655e-10
990.0 2.981077368381498e-10
1060.0 2.7418319659795526e-10
1135.0 2.519538304381803e-10
1215.0 2.313742703934977e-10
1301.0 2.1216794914079503e-10
1393.0 1.943344224182902e-10
1492.0 1.7768538679074583e-10
1597.0 1.6236724976712879e-10
1710.0 1.4804331491806732e-10
1831.0 1.3479247335546066e-10
1961.0 1.224800272004976e-10
2099.0 1.1118695088256165e-10
2248.0 1.0066755011069213e-10
2407.0 9.100243525766925e-11
2577.0 8.211763648432935e-11
2759.0 7.395457187121965e-11
2954.0 6.646439291995649e-11
3163.0 5.9604852501895e-11
3386.0 5.3363926266059466e-11
3626.0 4.765062993008955e-11
3882.0 4.247967364713571e-11
4157.0 3.7777674113524515e-11
4451.0 3.348488611707208e-11
4765.0 2.967301073184322e-11
5102.0 2.6234714568648815e-11
5463.0 2.3147780189813035e-11
5849.0 2.0388104596494345e-11
6262.0 1.792508299410074e-11
6705.0 1.57269361075138e-11
7179.0 1.3774986733179448e-11
7687.0 1.2042991167749256e-11
8230.0 1.0513679915902511e-11
8812.0 9.14309761180555e-12
9435.0 7.956506102224389e-12
10101.0 6.873197621066253e-12
10816.0 5.963625671508687e-12
11580.0 5.169071802558373e-12
12399.0 4.473990256044313e-12
13275.0 3.8683800074071315e-12
14214.0 3.300917554148469e-12
15218.0 2.848284897715341e-12
16294.0 2.454945878261527e-12
17446.0 2.114000204179551e-12
18679.0 1.7821666194033769e-12
20000.0 1.5321684500048862e-12
